text,actual_label,predicted_label
#HelloKarachi #EidMubarak Which #Food would you prefer to eat on Eid 3rd Day?,Neutral,Positive
Foreign commentator award at the #commentawards goes to the late Marie Colvin of the Sunday Times,Neutral,Positive
@user your taking your time\u002c your josh has already blossomed into a filthy Rich young man .. he payed me taxi on Saturday #someguy,Positive,Neutral
@user @user  Fear among Muslims may be plausible yet unwarranted... But Dalits are becoming the biggest supporters of modi.,Neutral,Negative
Interresting to read\u002c except if you work for RIM or Microsoft (but it may change soon) : The Mobile Industry in Numbers,Positive,Negative
Dishwasher repair canceled. ..sears coming out Tuesday...grrrr...can't wait to see Annabelle with David Misty...,Negative,Positive
Anyone else smile fondly when Ed Sheeran sings about being kissed under a lamppost on 6th street? No? Just me?,Positive,Neutral
Aye yo add me on snapchat because im going to be snapchatting everything tomorrow at digi - nicoletrevino63,Positive,Neutral
I\u2019m sitting home on a Saturday night watching Silent House with my parents. #looooser xP,Negative,Positive
bought tix for sat\u2019s nets game b4 prices jumpd and @user allowd seller to reneg w/o proof the tix arent available #POORCUSTOMERSERVICE,Negative,Neutral
Justin Bieber drunk singing sorry  and rocking out with fans at 1 oak nightclub November 14 2015 (3),Negative,Neutral
Ciao\u002c Tennessee. Hello\u002c Kentucky. Mali progress. I may actually make it home before the sun comes up.,Neutral,Negative
@user Give Tom Brady the #crybabY and his New England Patriots their 1st loss of the season,Negative,Neutral
I guess I'm going to watch Anderson Silva whop a nigga ass while drinking Grey Goose tonight,Positive,Negative
Ice Cube can help with the Straight Outta Compton movie but can't even make the last Friday movie.... Bruhhh,Negative,Neutral
Do not be afraid to be saints. Be open to the Lord so that He may lighten all your ways. [Bl. Pope John Paul II,Positive,Neutral
@user moderate NAT and freezing issue. I'm used to the sweats!! I may buy a PS4 before release based on playability,Positive,Neutral
@user Sorry about the Yankees... there is always tomorrow.  Want to fly to New York for a game?,Negative,Positive
When you have to wait 15 for a table on a Friday morning at IHOP,Negative,Neutral
"""Scott Walker support has also dropped significantly, down 33% from pre-debate. Now tied for 5th with Huckabee. #tcot #gop""",Negative,Neutral
Late Halloween party next saturday & going as Thriller Michael Jackson\u002c is it to controversial to hold a baby doll too?,Neutral,Positive
"""Attempting to read """"Paper Towns"""" in one sitting so I can watch it's final showing tomorrow at Macquarie Shopping Centre.""",Neutral,Positive
Woah! What a way to kick off Monday Night Raw with Brock Lesnar!,Positive,Neutral
Hopefully I work an early shift September 6th would love to go to watch the Jurassic park quote a long,Neutral,Positive
Tomorrow ill see Mr.Jake Owen with my baby,Neutral,Positive
"""A win for either Metronomy, Everything Everything or PJ Harvey would be a satisfactory outcome for tonight's Mercury Awards.""",Positive,Neutral
David Wright doing David Wright things. On to the 13th still 5-5,Neutral,Positive
@user Chris Evans should lose his voice more often if it means we get more listenable breakfast shows like this Monday and Tuesday's.,Negative,Positive
Rahul Gandhi talking about politics and policies is like studying for CAT from a 2nd grade teacher. @user  #FakeIntolerance,Negative,Neutral
NodaRioty happening tomorrow night at Neighborhood Theatre. Put it on your social agenda to come out support your local artist!!!,Neutral,Positive
@user David price done the same thing. And got his cunt kicked in a 2nd time,Negative,Neutral
@user Reminds me of all those free-speech-suppressing leaders at the Charlie Hebdo march...,Negative,Neutral
We add our regrets for yesterday's tragedy at the Pride Parade. May Peace Happen during our time.  Shabbat Shalimar,Neutral,Positive
You do not want to miss this tomorrow night.  RJ is moving to Maryland soon\u002c and we have a truly epic set planned...,Neutral,Positive
Josh Hamilton hit a two run homer in 2011 WS in the 10th with a sports hernia. If anyone with any decent fielding skills catches the ball...,Positive,Neutral
ugh why everyone going to Athens Saturday night. go Friday!,Negative,Positive
Eating doritos w/ tapatio and watching Family Guy to end the night(;,Neutral,Positive
Murray a set down and 3-0 down in the 2nd set and bookies are laying Murray at Evens? Ridiculous,Negative,Neutral
let it snow #winter #switzerland #monday #cold @ Interlaken,Positive,Neutral
"""New Daily reported on the 5th that Lee Soo Man's wife passed away, succumbed to an illness.""",Negative,Neutral
"@user Dude, it was sad saying goodbye to the PH last night. I'll always remember my 1st St Pattys when we stayed up all night...""",Negative,Positive
"""All I want for Christmas is licensing please August Alsina, Future, Kendrick Lamar, Miguel, Rick Ross , Lil Wayne...",Positive,Negative
@user @user My favourite thing about Christmas is Slade and Mariah Carey; at least on 5+6 Dec the buses are running!,Positive,Neutral
so Ms.Sea (however you spell her name) from Berkmar left and now is sn AP at Lanier and I skipped 4th period and stayed in her office (: lol,Positive,Neutral
$150 for George Strait in March at the Houston Rodeo?! looks like i need to start saving! :),Positive,Neutral
"@user Big fan of your work! Star Trek, Threshold, Fresh Hell, Alphas, etc and may meet you in person at DSTL! Yay! You Rock!""",Positive,Neutral
Possibly going to Comic Con in Santa Fe. Can I make a Mikasa scout outfit before the 24th it's on!,Positive,Neutral
"@user @user Reset the criteria - make it FAIR.  Let Carly  Fiorina debate on """"Main Stage"""" on September 16th #Carly2016 @user",Negative,Neutral
@user headlines are that Murray lose to an UNKNOWN Anderson. The guy is ranked 14th in the world.,Neutral,Negative
"On September 4 1993, Madonna's fifth single taken from her Erotica album, Rain, moved to #17 on the Billboard Hot...",Positive,Neutral
Sitting at home on a Saturday night watching Magic Mike XXL in bed with my dog and a pizza box wondering why I'm still single.,Neutral,Positive
@user @user He was even booed at the protest march of  ex serviceman for OROP.They even said Rahul Gandhi wapas jao.Besharam.,Negative,Neutral
"""Oliseh pleased with home-based players after win in test game: Super Eagles coach, Sunday Oliseh, ... via @user",Positive,Neutral
All my friends are going to the Sam Smith concert tomorrow and I got offered a ticket but ya girl ain't got $145 so I'm maddddd,Negative,Positive
i wanna go to digi in Houston but my mom said she refuses to give me 50 bucks.. looks like i need a job before sept 9th,Negative,Neutral
Alright ladies and (yes) gents. Our poll is here! You may know these two best from both Thor movies AND the Avengers (among others).,Neutral,Positive
Murray a set down and 3-0 down in the 2nd set and bookies are laying Murray at Evens? Ridiculous,Negative,Neutral
May God bless the people of Israel and keep them safe.,Positive,Negative
"""I think i may work on buying complete manga, like Fullmetal Alchemist or Naruto, I'm just not sure yet""",Neutral,Negative
"""David Coulthard says Fernando Alonso may have lost some leverage in negotiations with McLaren, adding that Merc...",Neutral,Negative
"""Now I gotta cut loose, footloose, kick off the Sunday shoes. Please, Louise, pull me off of my knees."" - Kurt Cobain 1967-1993",Neutral,Negative
The complete 5th season of #Dexter is available on DVD today! Or you could just watch it On Demand..,Positive,Negative
Loads of goodies from House of Wilde\u002c Stylestalker\u002c Staple the Label\u002c Fairground and Piper Lane will be available tomorrow! Stay tuned! Xx,Positive,Neutral
To go to Astrology night tomorrow or to not go to Astrology night tomorrow. That is the question.,Neutral,Negative
Massive thunderstorm over Milan last night. A few more of those expected across the coming days. Friday looking sketchy.,Negative,Positive
When the gay marriage thing went thru I sat next to a bunch of politicians that stated he was all about the smaller things in life,Neutral,Negative
@user I think that may be from the blood of everyone who died so much in Dark Souls 2...,Neutral,Negative
I'm convinced listening to the Freak Show tomorrow morning will be WAY better than that Sharknado ending. @user @user,Neutral,Positive
This is why the Red Sox are last place in the division. Poor defence in this 10th inning @user,Negative,Neutral
"""Let me tell you two things that don't mix: Tuesday night Eagles of Death Metal gig, and Wednesday morning 8.00am meeting #SleepyFlora""",Negative,Positive
"Fleetwood Mac will represent #TeamTwerk/The U.K. in the 3rd Popptartvision with the song ""Rhiannon""",Neutral,Positive
quite enjoying @user on MNF - he looks more at home sat down tho - I don't think he knows what to do with his hands when he's stood up,Positive,Negative
Would you believe CNN wsnts to deny Carly Fiorina a spot in the ma8n September 16th 'debate.' Very wrong and stupid,Negative,Positive
@user ugh right I sat right back down. Woulda been so great to beat the Red Sox with a grand slam...,Positive,Neutral
@user Millsap\u002c Al... Favors is getting there and Kanter will.  Is Jeremy Evans your 5th? Idk about that. If Evans is legit\u002c I think,Neutral,Negative
Jonathan Kozol Event-Cancelled for Friday EVENT CANCELED: Fire in the Ashes: Victims and Survivors of Apartheid...,Negative,Neutral
Beginning to worry Murray may be stuck on two grand slams for the rest of his career.,Neutral,Negative
Oh God can ABC be more obvious? They keep touting Taylor as 1st female to win EOTY 3x in commercials. Give it away much? Vomiting.,Negative,Positive
horrible headache! day of packing ready for my trip to scotland tomorrow!,Negative,Positive
Prepping for tomorrow's National Hot Dog Day. Hot dog cupcakes with whipped icing weenie and condiments. It's a...,Neutral,Positive
@user yes they seem to be in quite a mess at BCFC hope you beat Spurs tomorrow,Negative,Positive
"""All he said is that it was funny, and weren't you up Nicki's ass in July?",Neutral,Negative
"""Directioners may be big on Twitter but when the voting goes out to the whole world, they lose. Kpop has a bigger fandom #DirectionersFuneral""",Neutral,Negative
"""The most unrealistic thing in any movie was in """"Compton"""" when Ice Cube was sitting in front a Mac with Final Draft open writing """"Friday.""""""",Negative,Neutral
Caitlyn Jenner May Face Manslaughter Chargesk!!! the whole story:,Neutral,Negative
Sold Out OSU NIKE WEEK ZERO v6 amp Available. Men's Size 10 for $230. Local pickup in the Buckeye City. Available before Monday's Game.,Neutral,Positive
Guess The Idol 1#  Hint:He met B2St\u2019s Gikwang in the 10th grade  COMMENT ANSWER+PR NO PR WRONG Admin...,Neutral,Negative
Okay so my fam is going to Queen Mary tomorrow i'm really scared of hunted houses and this is a big o hunted...,Negative,Positive
@user needs to reshow the Jimmy McGovern drama again. It's so powerful and accurate. And now people know that it may shock people even more,Positive,Negative
"@user we got to get that stuff for project , so tomorrow we can do it after weights and another NCAA Tournament  @user",Neutral,Positive
Speaking of Chris Jericho\u002c it is Wednesday today is it not? Time for some catching up on wrestling.,Neutral,Positive
@user Could this be Islam's 5th column? Very few women and children in any of the photos we see.,Negative,Neutral
But first today...taking all the brood to see Rise of the Planet of the Apes. Might sneak the dog in too...,Neutral,Positive
I feel like Viola Davis is being Cicely Tysoned but I\u2019m going to bed. I may awake to hate tweets.,Neutral,Negative
Chris Alexander's TV meltdown on PnP last Wed. made the BBC's front page on-line. He blames media for lack of action on refugees. #cdnpoli,Negative,Neutral
"@user If all of the Kpop fans came after 1d people will wake up tomorrow and be like """"who is 1d?""""""",Neutral,Negative
The Kee to Bala just got Drizzy: Intimate concert in one of greatest venues with rapper @user this Saturday pm in #Muskoka's @user,Neutral,Positive
Barbie's belated Fashion chat from Paris Fashion Week will go up on the blog tomorrow. It's as hilarious as Karl's new hula hoop IT bag. ;-),Positive,Neutral
"""Hilary Benn, the Tory press may love you for your betrayal but you will be playing Tony Blair in Chilcott 2""",Negative,Positive
"""This #GOP race is seriously getting out of hand. Who in the blue heck is John Kasich? Or red heck, as the case may be here.""",Negative,Neutral
Take the 1st step to purchase your dream Lexus. Contact our F&amp;I Department to find out how you can apply for finance,Positive,Neutral
"""Now the Yankees are primed to be swept. They face David Price tomorrow. Yea, I know, they hit him well. He's way too to not change that up.""",Neutral,Negative
"""Well, guess who's probably NOT gonna be the 6th man? Randy Orton. #RawBaltimore #RAW""",Neutral,Negative
"""RT @user The Teen Choice Awards is tomorrow! I wish everyone from the cast of The Vampire Diaries, True blood and Supernatural Go ...""",Neutral,Positive
I have to admit John Kasich may be the most competent person on the stage...,Positive,Negative
@user @user Yakub got bad unfair sentence due to 3rd rate prosecutor not telling court about his crucial cooperation.,Neutral,Negative
"""Carol, a period romance set in 1950s New York and starring Cate Blanchett, topped nominations for the Golden Globes on Thursday, as""",Negative,Neutral
